discente;faltas_unidade;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade;reprovou;desempenho_exatas;historico_reprovacao;primeira_vez_pagando;n1_std_turma;prof_c1_tx_reprovacao;professor_tx_reprovao
422d4b4d9850e3f6ca4eeee14ba03418;0.0;57586012;0.5;1.5;44.0;f;1.0;True;5.31615925058548;1;2;-0.4948792063597277;-0.2174774530560776;0.65625
3dd15950be391bc603ce7c013994dcef;0.0;57586012;6.9;2.29999995;4.0;t;1.0;False;9.0;0;0;-0.21641508318211625;0.5379979035639413;0.65625
ffc61fd42a8d25039dc556850380ad09;0.0;57586012;0.6;1.70000005;50.0;f;1.0;True;3.0;0;0;-0.4252631538103138;-1.0;0.65625
249ef35174c28a17f5a0767e95baa5c0;0.0;57586012;2.9;0.200000003;0.0;f;1.0;True;5.0;0;0;-0.9473834337606201;-1.0;0.65625
59467e3688755dad71361c17cadd17c1;0.0;57586012;0.0;0.0;24.0;f;1.0;True;4.0;0;0;-1.0169994699502656;-0.23100104821802936;0.65625
7d884996ee7cf38108dad220bae16074;0.0;57586012;0.0;0.0;28.0;f;1.0;True;5.0;0;0;-1.0169994699502656;-1.0;0.65625
c187c224d037862b4853129aa276f64f;0.0;57586012;0.0;0.0;44.0;f;1.0;True;5.0;0;2;-1.0169994699502656;-0.2174774530560776;0.65625
a60fbadb0f4c7c189ed8f72348069bba;0.0;57586012;6.3;5.5;2.0;f;1.0;False;7.0;0;0;0.8974414965483735;0.5379979035639413;0.65625
07247b060a60dae2988df503a8870ce2;0.0;57586012;8.2;8.69999981;2.0;f;1.0;False;9.0;0;0;2.011297992739621;0.5379979035639413;0.65625
f0da8cabd20b23182bf870567fa07b95;0.0;57586012;0.5;0.8999999759999999;14.0;f;1.0;True;6.0;0;0;-0.7037273201498672;0.5379979035639413;0.65625
bc22ae3969f4cac1064e5d907667cee9;0.0;57586012;3.7;2.79999995;0.0;f;1.0;True;7.0;0;0;-0.042374995318603594;0.5379979035639413;0.65625
d8dcaa0c9b94cb4546194db5680e3df3;0.0;57586012;4.0;1.89999998;10.0;f;1.0;True;7.0;0;0;-0.3556471430305211;0.5379979035639413;0.65625
c8686427efb88733f58ecae05c5144d7;0.0;57586012;3.5;3.20000005;2.0;f;1.0;True;7.0;0;0;0.09685710978022401;0.5379979035639413;0.65625
3852b1579823aaa5827db4505f1a716d;0.0;57586012;7.8;6.5;0.0;f;1.0;False;8.0;0;0;1.2455216722753988;0.8625327722851539;0.65625
3658bd92f759daf4cb47487d61495f30;0.0;57586012;1.1;0.0;8.0;f;1.0;True;5.0;0;0;-1.0169994699502656;0.5379979035639413;0.65625
03ec1a20e965a9c4c6fd46a727db9e7e;0.0;57586012;3.3;0.800000012;0.0;t;1.0;True;5.0;0;0;-0.7385353251916833;-1.0;0.65625
859abe9fcb5769f73f54cba6592b81af;0.0;57586012;1.9;0.600000024;2.0;f;1.0;True;4.0;0;0;-0.8081513561601263;-1.0;0.65625
aea0f329d0f9610e5474229adafca034;0.0;57586012;0.9;1.0;14.0;f;1.0;True;6.0;0;0;-0.6689192942232404;-0.2174774530560776;0.65625
f829393ce2b1a56b0b660413cad66cad;0.0;57586012;0.5;1.39999998;10.0;f;1.0;True;4.0;0;0;-0.5296872308940338;-0.23100104821802936;0.65625
1524fdcaa60d06b990ec634342c06eba;0.0;57586012;0.2;0.0;12.0;f;1.0;True;5.0;0;2;-1.0169994699502656;-0.2174774530560776;0.65625
0c4327f06e241a88c15aeff9a17a1d2e;0.0;57586014;6.3;3.0;0.0;f;1.0;False;5.31615925058548;1;1;-0.7511353220743432;-0.2174774530560776;-1.0
0455280acbe32be1a4a2c21ed2901a92;0.0;57586014;4.3;4.5;0.0;f;1.0;True;5.31615925058548;-1;0;-0.2610107721967288;-0.2174774530560776;-1.0
e7f6da1743a3ad5fec079580d02abaa0;0.0;57586014;5.8;5.5;0.0;f;1.0;False;7.0;0;1;0.06573892772168081;-1.0;-1.0
fff8c402febf8217f10b5c1e57dfb522;0.0;57586014;7.5;7.0;0.0;f;1.0;False;3.0;0;0;0.5558634775992952;-0.24706469126111985;-1.0
fe987f2702dc8b51d754e8915f73b5fc;0.0;57586014;7.7;6.0;0.0;f;1.0;False;5.0;0;1;0.22911377768088562;-1.0;-1.0
211804c056490a41b4f3fc17880abc99;0.0;57586014;6.7;3.0;0.0;f;1.0;False;6.0;0;2;-0.7511353220743432;-1.0;-1.0
5fe8ede6441f92017f429b7fe76e32e4;0.0;57586014;7.3;2.5;0.0;t;1.0;False;6.0;0;0;-0.914510172033548;-1.0;-1.0
aae9fec5e0a3f8b98e5b0b5ebaf3e959;0.0;57586014;6.2;3.0;0.0;f;1.0;False;0.0;1;1;-0.7511353220743432;-0.2174774530560776;-1.0
39c142d962c7fec74387c97f8f3b1bf4;0.0;57586014;5.0;3.0;0.0;f;1.0;False;3.0;0;0;-0.7511353220743432;-1.0;-1.0
da250571008ad8f1b16a05aebdf12e78;0.0;57586014;8.3;7.5;0.0;f;1.0;False;5.0;0;0;0.7192383275585;-1.0;-1.0
3fc34c7ab6e41f023b12ee490e569014;0.0;57586014;5.7;3.0;0.0;f;1.0;False;5.31615925058548;1;2;-0.7511353220743432;-0.2174774530560776;-1.0
2872a0a725c43bdff2e736288ca4b7bc;0.0;57586014;9.0;7.5;0.0;f;1.0;False;8.0;0;0;0.7192383275585;-1.0;-1.0
c8e7ab417bcd422a1f85d6b99ceeba1a;0.0;57586014;8.7;1.5;0.0;t;1.0;False;4.0;0;0;-1.2412598719519576;-1.0;-1.0
